sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023,percentage_2016,percentage_2017,percentage_2018,percentage_2019,percentage_2020,percentage_2021,percentage_2022,percentage_2023
Males,65 years or over,Use of alcohol,Switzerland,64.0,72.0,70.0,78.0,67.0,81.0,88.0,,0.09766072055300383,0.10677581527783957,0.10351813785658302,0.11399508944230094,0.08717942045203181,0.11273800244961585,0.11702283275043551,
Total,65 years or over,Use of alcohol,Switzerland,92.0,96.0,109.0,106.0,97.0,109.0,125.0,,0.140387285794943,0.1423677537037861,0.16119252894810784,0.15491640360107564,0.12621498184846397,0.1517091637902238,0.16622561470232317,
Females,From 15 to 29 years,Use of alcohol,Switzerland,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0030518975172813697,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0013298049176185855,
Total,From 15 to 29 years,Use of alcohol,Switzerland,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0030518975172813697,0.0,0.0,0.0,0.0,0.0,0.0013298049176185855,
Females,From 30 to 44 years,Use of alcohol,Switzerland,,,0.0,0.0,4.0,0.0,2.0,,,,0.0,0.0,0.005204741519524286,0.0,0.002659609835237171,
Males,From 30 to 44 years,Use of alcohol,Switzerland,,,0.0,0.0,5.0,12.0,8.0,,,,0.0,0.0,0.006505926899405358,0.016701926288831978,0.010638439340948684,
Total,From 30 to 44 years,Use of alcohol,Switzerland,,,0.0,0.0,9.0,12.0,10.0,,,,0.0,0.0,0.011710668418929645,0.016701926288831978,0.013298049176185855,
Females,From 45 to 64 years,Use of alcohol,Switzerland,,,0.0,0.0,24.0,14.0,20.0,,,,0.0,0.0,0.031228449117145722,0.019485580670303974,0.02659609835237171,
Males,From 45 to 64 years,Use of alcohol,Switzerland,,,0.0,0.0,52.0,70.0,55.0,,,,0.0,0.0,0.06766163975381573,0.09742790335151988,0.07313927046902219,
Total,From 45 to 64 years,Use of alcohol,Switzerland,,,0.0,0.0,76.0,84.0,75.0,,,,0.0,0.0,0.09889008887096144,0.11691348402182386,0.0997353688213939,
Females,Less than 15 years,Use of alcohol,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Switzerland,52.0,48.0,63.0,44.0,58.0,42.0,59.0,,0.0793493354493156,0.07118387685189305,0.09316632407092472,0.0643049222495031,0.07546875203310215,0.05845674201091193,0.07845849013949653,
Males,Total,Use of alcohol,Switzerland,133.0,139.0,118.0,156.0,124.0,163.0,152.0,,0.2029511848992111,0.20613664338360693,0.17450200381538278,0.22799017888460188,0.1613469871052529,0.22686783208996772,0.20213034747802497,
Total,Total,Use of alcohol,Switzerland,185.0,187.0,181.0,200.0,182.0,205.0,211.0,,0.2823005203485267,0.27732052023549997,0.2676683278863075,0.292295101134105,0.23681573913835502,0.28532457410087964,0.2805888376175215,
Females,65 years or over,COVID-19,Turkey,0.0,0.0,0.0,0.0,6010.0,21509.0,8355.0,0.0,0.0,0.0,0.0,0.0,1.1925928277745146,3.835441051648015,1.6652648279326003,
Males,65 years or over,COVID-19,Turkey,0.0,0.0,0.0,0.0,9440.0,24001.0,10393.0,0.0,0.0,0.0,0.0,0.0,1.8732240090168748,4.279809413761867,2.0714658715384218,
Total,65 years or over,COVID-19,Turkey,0.0,0.0,0.0,0.0,15450.0,45510.0,18748.0,0.0,0.0,0.0,0.0,0.0,3.06581683679139,8.115250465409881,3.736730699471022,
Females,From 15 to 29 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,86.0,262.0,46.0,0.0,0.0,0.0,0.0,0.0,0.01706538821773848,0.046719306129145,0.009168423947923353,
Males,From 15 to 29 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,75.0,206.0,63.0,0.0,0.0,0.0,0.0,0.0,0.014882606003841696,0.03673350023894607,0.012556754537373286,
Total,From 15 to 29 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,161.0,468.0,109.0,0.0,0.0,0.0,0.0,0.0,0.03194799422158018,0.08345280636809106,0.021725178485296637,
Females,From 30 to 44 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,300.0,1090.0,158.0,0.0,0.0,0.0,0.0,0.0,0.05953042401536678,0.1943665789342292,0.03149154312547586,
Males,From 30 to 44 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,473.0,1366.0,176.0,0.0,0.0,0.0,0.0,0.0,0.09385963519756164,0.24358233653592395,0.03507918727901108,
Total,From 30 to 44 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,773.0,2456.0,334.0,0.0,0.0,0.0,0.0,0.0,0.15339005921292842,0.43794891547015313,0.06657073040448694,
Females,From 45 to 64 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,2090.0,6670.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.4147286206403886,1.1893808087076227,0.2274167766213162,
Males,From 45 to 64 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,3779.0,10155.0,1723.0,0.0,0.0,0.0,0.0,0.0,0.7498849078469036,1.8108189074101813,0.34341727091895513,
Total,From 45 to 64 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,5869.0,16825.0,2864.0,0.0,0.0,0.0,0.0,0.0,1.1646135284872923,3.000199716117804,0.5708340475402713,
Females,Less than 15 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,11.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,0.002182782213896782,0.010164123852523911,0.004185584845791096,
Males,Less than 15 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,8.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0015874779737431145,0.008915898116249047,0.003986271281705805,
Total,Less than 15 years,COVID-19,Turkey,0.0,0.0,0.0,0.0,19.0,107.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0037702601876398968,0.019080021968772957,0.008171856127496902,
Females,Total,COVID-19,Turkey,0.0,0.0,0.0,0.0,8497.0,29588.0,9721.0,0.0,0.0,0.0,0.0,0.0,1.6861000428619055,5.276071869271536,1.9375271564731067,
Males,Total,COVID-19,Turkey,0.0,0.0,0.0,0.0,13775.0,35778.0,12375.0,0.0,0.0,0.0,0.0,0.0,2.7334386360389247,6.379860056063167,2.466505355555467,
Total,Total,COVID-19,Turkey,0.0,0.0,0.0,0.0,22272.0,65366.0,22096.0,0.0,0.0,0.0,0.0,0.0,4.41953867890083,11.655931925334704,4.404032512028574,
Females,65 years or over,Drug dependence,Turkey,,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.00023664662269772416,0.0,0.0,0.0,0.0,
Males,65 years or over,Drug dependence,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.00019931356408529026,
Total,65 years or over,Drug dependence,Turkey,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.00023664662269772416,0.0,0.0,0.0,0.00019931356408529026,
Females,From 15 to 29 years,Drug dependence,Turkey,,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.00023664662269772416,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Turkey,4.0,1.0,0.0,0.0,1.0,3.0,2.0,,0.0009519525737227771,0.00023591693836434068,0.0,0.0,0.0001984347467178893,0.0005349538869749427,0.0003986271281705805,
Total,From 15 to 29 years,Drug dependence,Turkey,4.0,1.0,1.0,0.0,1.0,3.0,2.0,,0.0009519525737227771,0.00023591693836434068,0.00023664662269772416,0.0,0.0001984347467178893,0.0005349538869749427,0.0003986271281705805,
Females,From 30 to 44 years,Drug dependence,Turkey,,,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.00017831796232498093,0.0,
Males,From 30 to 44 years,Drug dependence,Turkey,,,0.0,0.0,1.0,3.0,4.0,,,,0.0,0.0,0.0001984347467178893,0.0005349538869749427,0.000797254256341161,
Total,From 30 to 44 years,Drug dependence,Turkey,,,0.0,0.0,1.0,4.0,4.0,,,,0.0,0.0,0.0001984347467178893,0.0007132718492999237,0.000797254256341161,
Females,From 45 to 64 years,Drug dependence,Turkey,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
Males,From 45 to 64 years,Drug dependence,Turkey,,,0.0,0.0,1.0,1.0,2.0,,,,0.0,0.0,0.0001984347467178893,0.00017831796232498093,0.0003986271281705805,
Total,From 45 to 64 years,Drug dependence,Turkey,,,0.0,0.0,1.0,1.0,2.0,,,,0.0,0.0,0.0001984347467178893,0.00017831796232498093,0.0003986271281705805,
Females,Less than 15 years,Drug dependence,Turkey,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Turkey,,0.0,3.0,0.0,0.0,1.0,0.0,,,0.0,0.0007099398680931725,0.0,0.0,0.00017831796232498093,0.0,
Males,Total,Drug dependence,Turkey,9.0,8.0,2.0,3.0,3.0,7.0,9.0,,0.0021418932908762486,0.0018873355069147254,0.00047329324539544833,0.0006946953066385084,0.0005953042401536678,0.0012482257362748665,0.0017938220767676123,
Total,Total,Drug dependence,Turkey,9.0,8.0,5.0,3.0,3.0,8.0,9.0,,0.0021418932908762486,0.0018873355069147254,0.001183233113488621,0.0006946953066385084,0.0005953042401536678,0.0014265436985998474,0.0017938220767676123,
Females,65 years or over,Intentional self-harm,Turkey,50.0,81.0,88.0,97.0,126.0,105.0,106.0,,0.011899407171534714,0.019109272007511596,0.02082490279739973,0.022461814914645106,0.025002778086454052,0.018723386044122995,0.02112723779304077,
Males,65 years or over,Intentional self-harm,Turkey,174.0,247.0,298.0,288.0,363.0,378.0,332.0,,0.041409936956940806,0.058271483775992144,0.07052069356392181,0.0666907494372968,0.07203181305859381,0.06740418975884278,0.06617210327631637,
Total,65 years or over,Intentional self-harm,Turkey,224.0,328.0,386.0,385.0,489.0,483.0,438.0,,0.053309344128475517,0.07738075578350374,0.09134559636132153,0.08915256435194191,0.09703459114504787,0.08612757580296578,0.08729934106935713,
Females,From 15 to 29 years,Intentional self-harm,Turkey,172.0,216.0,300.0,301.0,306.0,344.0,428.0,,0.040933960670079414,0.05095805868669758,0.07099398680931725,0.06970109576606368,0.06072103249567413,0.061341379039793434,0.08530620542850423,
Males,From 15 to 29 years,Intentional self-harm,Turkey,373.0,632.0,766.0,792.0,897.0,1070.0,1119.0,,0.08876957749964898,0.14909950504626332,0.1812713129864567,0.1833995609525662,0.17799596780594668,0.1908002196877296,0.22303187821143983,
Total,From 15 to 29 years,Intentional self-harm,Turkey,545.0,848.0,1066.0,1093.0,1203.0,1414.0,1547.0,,0.12970353816972838,0.20005756373296088,0.25226529979577395,0.2531006567186299,0.2387170003016208,0.252141598727523,0.308338083639944,
Females,From 30 to 44 years,Intentional self-harm,Turkey,,,0.0,0.0,203.0,229.0,259.0,,,,0.0,0.0,0.040282253583731525,0.04083481337242063,0.05162221309809018,
Males,From 30 to 44 years,Intentional self-harm,Turkey,,,0.0,0.0,794.0,999.0,996.0,,,,0.0,0.0,0.1575571888940041,0.17813964436265592,0.1985163098289491,
Total,From 30 to 44 years,Intentional self-harm,Turkey,,,0.0,0.0,997.0,1228.0,1255.0,,,,0.0,0.0,0.1978394424777356,0.21897445773507657,0.25013852292703925,
Females,From 45 to 64 years,Intentional self-harm,Turkey,,,0.0,0.0,194.0,214.0,210.0,,,,0.0,0.0,0.03849634086327052,0.038160043937545914,0.04185584845791095,
Males,From 45 to 64 years,Intentional self-harm,Turkey,,,0.0,0.0,764.0,777.0,690.0,,,,0.0,0.0,0.15160414649246742,0.13855305672651017,0.13752635921885026,
Total,From 45 to 64 years,Intentional self-harm,Turkey,,,0.0,0.0,958.0,991.0,900.0,,,,0.0,0.0,0.19010048735573795,0.17671310066405607,0.17938220767676122,
Females,Less than 15 years,Intentional self-harm,Turkey,17.0,23.0,37.0,25.0,35.0,37.0,43.0,,0.004045798438321803,0.005426089582379836,0.008755925039815794,0.005789127555320903,0.006945216135126124,0.006597764606024294,0.00857048325566748,
Males,Less than 15 years,Intentional self-harm,Turkey,18.0,33.0,34.0,38.0,23.0,34.0,41.0,,0.004283786581752497,0.007785258966023242,0.00804598517172262,0.008799473884087772,0.004563999174511453,0.006062810719049351,0.008171856127496902,
Total,Less than 15 years,Intentional self-harm,Turkey,35.0,56.0,71.0,63.0,58.0,71.0,84.0,,0.0083295850200743,0.013211348548403078,0.016801910211538415,0.014588601439408674,0.01150921530963758,0.012660575325073645,0.016742339383164384,
Females,Total,Intentional self-harm,Turkey,434.0,603.0,813.0,780.0,864.0,929.0,1046.0,,0.10328685424892133,0.14225791383369743,0.19239370425324975,0.18062077972601218,0.17144762116425635,0.16565738699990729,0.2084819880332136,
Males,Total,Intentional self-harm,Turkey,1422.0,2127.0,2526.0,2624.0,2841.0,3258.0,3178.0,,0.33841913995844725,0.5017953279009526,0.5977693689344512,0.607626828206482,0.5637531154255235,0.5809599212547878,0.6334185066630524,
Total,Total,Intentional self-harm,Turkey,1856.0,2730.0,3339.0,3404.0,3705.0,4187.0,4224.0,,0.44170599420736856,0.6440532417346501,0.790163073187701,0.7882476079324942,0.7352007365897798,0.7466173082546952,0.841900494696266,
Females,65 years or over,Mental and behavioural disorders,Turkey,359.0,334.0,333.0,230.0,210.0,318.0,282.0,0.0,0.08543774349161926,0.07879625741368979,0.07880332535834214,0.0532599735089523,0.04167129681075675,0.05670511201934394,0.05620642507205185,
Males,65 years or over,Mental and behavioural disorders,Turkey,267.0,272.0,279.0,182.0,164.0,225.0,219.0,0.0,0.06354283429599537,0.06416940723510066,0.06602440773266505,0.04214484860273617,0.032543298461733844,0.04012154152312071,0.04364967053467857,
Total,65 years or over,Mental and behavioural disorders,Turkey,626.0,606.0,612.0,412.0,374.0,543.0,501.0,0.0,0.14898057778761462,0.14296566464879046,0.1448277330910072,0.09540482211168848,0.0742145952724906,0.09682665354246464,0.09985609560673042,
Females,From 15 to 29 years,Mental and behavioural disorders,Turkey,16.0,4.0,9.0,6.0,16.0,3.0,4.0,0.0,0.0038078102948911085,0.0009436677534573627,0.0021298196042795177,0.0013893906132770167,0.003174955947486229,0.0005349538869749427,0.000797254256341161,
Males,From 15 to 29 years,Mental and behavioural disorders,Turkey,10.0,21.0,8.0,6.0,9.0,9.0,12.0,0.0,0.0023798814343069428,0.004954255705651154,0.0018931729815817933,0.0013893906132770167,0.0017859127204610035,0.0016048616609248283,0.0023917627690234833,
Total,From 15 to 29 years,Mental and behavioural disorders,Turkey,26.0,25.0,17.0,12.0,25.0,12.0,16.0,0.0,0.00618769172919805,0.005897923459108517,0.00402299258586131,0.0027787812265540335,0.0049608686679472325,0.002139815547899771,0.003189017025364644,
Females,From 30 to 44 years,Mental and behavioural disorders,Turkey,0.0,0.0,0.0,0.0,10.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.001984347467178893,0.0023181335102247518,0.001594508512682322,
Males,From 30 to 44 years,Mental and behavioural disorders,Turkey,0.0,0.0,0.0,0.0,12.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0023812169606146714,0.0046362670204495035,0.003189017025364644,
Total,From 30 to 44 years,Mental and behavioural disorders,Turkey,0.0,0.0,0.0,0.0,22.0,39.0,24.0,0.0,0.0,0.0,0.0,0.0,0.004365564427793564,0.006954400530674257,0.004783525538046967,
Females,From 45 to 64 years,Mental and behavioural disorders,Turkey,0.0,0.0,0.0,0.0,52.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.010318606829330243,0.009094216078574026,0.00797254256341161,
Males,From 45 to 64 years,Mental and behavioural disorders,Turkey,0.0,0.0,0.0,0.0,64.0,72.0,56.0,0.0,0.0,0.0,0.0,0.0,0.012699823789944916,0.012838893287398626,0.011161559588776255,
Total,From 45 to 64 years,Mental and behavioural disorders,Turkey,0.0,0.0,0.0,0.0,116.0,123.0,96.0,0.0,0.0,0.0,0.0,0.0,0.02301843061927516,0.021933109365972654,0.019134102152187867,
Females,Less than 15 years,Mental and behavioural disorders,Turkey,2.0,4.0,0.0,2.0,4.0,6.0,6.0,0.0,0.00047597628686138856,0.0009436677534573627,0.0,0.0004631302044256722,0.0007937389868715572,0.0010699077739498854,0.0011958813845117417,
Males,Less than 15 years,Mental and behavioural disorders,Turkey,4.0,12.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0009519525737227771,0.0028310032603720884,0.0009465864907908967,0.0009262604088513444,0.0,0.00035663592464996185,0.0003986271281705805,
Total,Less than 15 years,Mental and behavioural disorders,Turkey,6.0,16.0,4.0,6.0,4.0,8.0,8.0,0.0,0.0014279288605841657,0.003774671013829451,0.0009465864907908967,0.0013893906132770167,0.0007937389868715572,0.0014265436985998474,0.001594508512682322,
Females,Total,Mental and behavioural disorders,Turkey,458.0,426.0,402.0,285.0,292.0,391.0,340.0,0.0,0.10899856969125798,0.10050061574320913,0.09513194232448512,0.06599605413065829,0.05794294604162367,0.06972232326906753,0.06776661178899869,
Males,Total,Mental and behavioural disorders,Turkey,379.0,403.0,377.0,267.0,249.0,334.0,305.0,0.0,0.09019750636023313,0.0950745261608293,0.08921577675704201,0.061827882290827245,0.04941025193275444,0.059558199416543625,0.06079063704601353,
Total,Total,Mental and behavioural disorders,Turkey,837.0,829.0,779.0,552.0,541.0,725.0,645.0,0.0,0.19919607605149112,0.19557514190403844,0.1843477190815271,0.12782393642148554,0.1073531979743781,0.1292805226856112,0.1285572488350122,
Females,65 years or over,Total,Turkey,147691.0,150011.0,150936.0,155304.0,176380.0,201720.0,184294.0,,35.14870689142267,35.39013584097311,35.718494643503696,35.9629866340623,34.999920626101314,35.97029936019515,36.73229397953448,
Males,65 years or over,Total,Turkey,146095.0,148160.0,149308.0,155394.0,190705.0,205709.0,187626.0,,34.768877814507285,34.95345358806072,35.3332339417518,35.98382749326146,37.842498372835074,36.6816097119095,37.39640677506667,
Total,65 years or over,Total,Turkey,293787.0,298172.0,300244.0,310698.0,367085.0,407429.0,371920.0,,69.91782269407338,70.34382534597219,71.05172858525549,71.94681412732376,72.84241899893638,72.65190907210464,74.12870075460116,
Females,From 15 to 29 years,Total,Turkey,2447.0,2289.0,2359.0,2293.0,2474.0,2811.0,2802.0,,0.5823569869749089,0.5400138719159758,0.5582493829439313,0.5309787793740331,0.4909275633800581,0.5012517920955213,0.5584766065669833,
Males,From 15 to 29 years,Total,Turkey,6780.0,6687.0,6692.0,5981.0,6296.0,6723.0,6781.0,,1.613559612460107,1.5775765668423463,1.5836391990931702,1.3849908763349728,1.249345165335831,1.1988316607108467,1.3515452780623531,
Total,From 15 to 29 years,Total,Turkey,9227.0,8978.0,9051.0,8274.0,8770.0,9534.0,9583.0,,2.195916599435016,2.1180622726350506,2.1418885820371014,1.9159696557090062,1.740272728715889,1.7000834528063682,1.9100218846293364,
Females,From 30 to 44 years,Total,Turkey,,,0.0,0.0,5567.0,6910.0,5633.0,,,,0.0,0.0,1.1046862349784896,1.2321771196656182,1.12273330649244,
Males,From 30 to 44 years,Total,Turkey,,,0.0,0.0,10539.0,12488.0,10928.0,,,,0.0,0.0,2.0913037956598353,2.2268347135143616,2.178098628324052,
Total,From 30 to 44 years,Total,Turkey,,,0.0,0.0,16106.0,19398.0,16561.0,,,,0.0,0.0,3.1959900306383253,3.45901183317998,3.3008319348164923,
Females,From 45 to 64 years,Total,Turkey,,,0.0,0.0,31388.0,37100.0,29290.0,,,,0.0,0.0,6.228469829981109,6.6155964022567915,5.837894292058151,
Males,From 45 to 64 years,Total,Turkey,,,0.0,0.0,66242.0,72504.0,60099.0,,,,0.0,0.0,13.144714492086424,12.928765540410417,11.97854588796186,
Total,From 45 to 64 years,Total,Turkey,,,0.0,0.0,97630.0,109604.0,89389.0,,,,0.0,0.0,19.373184322067534,19.54436194266721,17.81644018002001,
Females,Less than 15 years,Total,Turkey,9303.0,8922.0,7526.0,6982.0,6401.0,6681.0,6278.0,,2.2140036983357487,2.1048509240866475,1.7810024824230724,1.6167875436500216,1.2701808137412094,1.1913423062931976,1.2512905553274523,
Males,Less than 15 years,Total,Turkey,11547.0,11117.0,9158.0,8804.0,7952.0,8150.0,7987.0,,2.748049092194227,2.6226886037963757,2.167209770665758,2.0386991598818094,1.5779531059006555,1.4532913929485944,1.5919174363492132,
Total,Less than 15 years,Total,Turkey,20907.0,20087.0,16684.0,15786.0,14353.0,14831.0,14265.0,,4.975618114705525,4.738863540924512,3.94821225308883,3.655486703531831,2.848133919641865,2.644633699241792,2.8432079916766653,
Females,Total,Total,Turkey,191170.0,192744.0,192125.0,196401.0,222210.0,255222.0,228297.0,,45.496193379645824,45.471574368096476,45.46573238580026,45.47961763970322,44.09418506818218,45.51066698050628,45.50268873997951,
Males,Total,Total,Turkey,228954.0,231075.0,230446.0,235443.0,281734.0,305574.0,273425.0,,54.48833739103118,54.51450653254002,54.53426761419974,54.52038236029677,55.90581493181782,54.48933301949373,54.49731126002049,
Total,Total,Total,Turkey,420189.0,423878.0,422571.0,431844.0,503944.0,560796.0,501722.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Females,65 years or over,Use of alcohol,Turkey,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.00023591693836434068,0.0,0.0002315651022128361,0.0,0.0,0.0,
Males,65 years or over,Use of alcohol,Turkey,3.0,3.0,8.0,3.0,6.0,2.0,4.0,,0.0007139644302920829,0.0007077508150930221,0.0018931729815817933,0.0006946953066385084,0.0011906084803073357,0.00035663592464996185,0.000797254256341161,
Total,65 years or over,Use of alcohol,Turkey,3.0,4.0,8.0,4.0,6.0,2.0,4.0,,0.0007139644302920829,0.0009436677534573627,0.0018931729815817933,0.0009262604088513444,0.0011906084803073357,0.00035663592464996185,0.000797254256341161,
Females,From 15 to 29 years,Use of alcohol,Turkey,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.00017831796232498093,0.0,
