sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023
Total,65 years or over,Use of alcohol,Slovakia,19.0,27.0,44.0,57.0,65.0,46.0,43.0,16.0
Females,From 15 to 29 years,Use of alcohol,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 15 to 29 years,Use of alcohol,Slovakia,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0
Total,From 15 to 29 years,Use of alcohol,Slovakia,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0
Females,From 30 to 44 years,Use of alcohol,Slovakia,,,0.0,2.0,0.0,2.0,1.0,1.0
Males,From 30 to 44 years,Use of alcohol,Slovakia,,,0.0,22.0,17.0,15.0,9.0,10.0
Total,From 30 to 44 years,Use of alcohol,Slovakia,,,0.0,24.0,17.0,17.0,10.0,11.0
Females,From 45 to 64 years,Use of alcohol,Slovakia,,,0.0,27.0,11.0,9.0,6.0,2.0
Males,From 45 to 64 years,Use of alcohol,Slovakia,,,0.0,131.0,109.0,93.0,89.0,31.0
Total,From 45 to 64 years,Use of alcohol,Slovakia,,,0.0,158.0,120.0,102.0,95.0,33.0
Females,Less than 15 years,Use of alcohol,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,Less than 15 years,Use of alcohol,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Less than 15 years,Use of alcohol,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Females,Total,Use of alcohol,Slovakia,20.0,22.0,17.0,35.0,14.0,13.0,14.0,6.0
Males,Total,Use of alcohol,Slovakia,124.0,118.0,158.0,206.0,188.0,155.0,135.0,54.0
Total,Total,Use of alcohol,Slovakia,144.0,140.0,175.0,241.0,202.0,168.0,149.0,60.0
Females,65 years or over,Drug dependence,Slovenia,0.0,0.0,1.0,0.0,3.0,1.0,1.0,
Males,65 years or over,Drug dependence,Slovenia,0.0,0.0,0.0,1.0,3.0,1.0,1.0,
Total,65 years or over,Drug dependence,Slovenia,0.0,0.0,1.0,1.0,6.0,2.0,2.0,
Females,From 15 to 29 years,Drug dependence,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Slovenia,1.0,1.0,0.0,1.0,1.0,1.0,3.0,
Total,From 15 to 29 years,Drug dependence,Slovenia,1.0,1.0,0.0,1.0,1.0,1.0,3.0,
Females,From 30 to 44 years,Drug dependence,Slovenia,,,0.0,0.0,1.0,1.0,3.0,
Males,From 30 to 44 years,Drug dependence,Slovenia,,,0.0,5.0,9.0,11.0,12.0,
Total,From 30 to 44 years,Drug dependence,Slovenia,,,0.0,5.0,10.0,12.0,15.0,
Females,From 45 to 64 years,Drug dependence,Slovenia,,,0.0,0.0,1.0,0.0,2.0,
Males,From 45 to 64 years,Drug dependence,Slovenia,,,0.0,5.0,7.0,13.0,11.0,
Total,From 45 to 64 years,Drug dependence,Slovenia,,,0.0,5.0,8.0,13.0,13.0,
Females,Less than 15 years,Drug dependence,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Slovenia,1.0,1.0,4.0,0.0,5.0,2.0,6.0,
Males,Total,Drug dependence,Slovenia,2.0,3.0,6.0,12.0,20.0,26.0,27.0,
Total,Total,Drug dependence,Slovenia,3.0,4.0,10.0,12.0,25.0,28.0,33.0,
Females,65 years or over,Intentional self-harm,Slovenia,36.0,34.0,31.0,40.0,44.0,45.0,31.0,
Males,65 years or over,Intentional self-harm,Slovenia,90.0,116.0,107.0,122.0,130.0,130.0,113.0,
Total,65 years or over,Intentional self-harm,Slovenia,126.0,150.0,138.0,162.0,174.0,175.0,144.0,
Females,From 15 to 29 years,Intentional self-harm,Slovenia,3.0,6.0,4.0,5.0,4.0,7.0,4.0,
Males,From 15 to 29 years,Intentional self-harm,Slovenia,35.0,26.0,24.0,22.0,18.0,25.0,35.0,
Total,From 15 to 29 years,Intentional self-harm,Slovenia,38.0,32.0,28.0,27.0,22.0,32.0,39.0,
Females,From 30 to 44 years,Intentional self-harm,Slovenia,,,0.0,16.0,8.0,9.0,13.0,
Males,From 30 to 44 years,Intentional self-harm,Slovenia,,,0.0,48.0,65.0,59.0,57.0,
Total,From 30 to 44 years,Intentional self-harm,Slovenia,,,0.0,64.0,73.0,68.0,70.0,
Females,From 45 to 64 years,Intentional self-harm,Slovenia,,,0.0,27.0,19.0,33.0,30.0,
Males,From 45 to 64 years,Intentional self-harm,Slovenia,,,0.0,117.0,87.0,130.0,120.0,
Total,From 45 to 64 years,Intentional self-harm,Slovenia,,,0.0,144.0,106.0,163.0,150.0,
Females,Less than 15 years,Intentional self-harm,Slovenia,0.0,0.0,2.0,0.0,0.0,0.0,4.0,
Males,Less than 15 years,Intentional self-harm,Slovenia,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Intentional self-harm,Slovenia,1.0,1.0,3.0,0.0,0.0,0.0,4.0,
Females,Total,Intentional self-harm,Slovenia,77.0,85.0,81.0,88.0,75.0,94.0,82.0,
Males,Total,Intentional self-harm,Slovenia,300.0,333.0,278.0,309.0,300.0,344.0,325.0,
Total,Total,Intentional self-harm,Slovenia,377.0,418.0,359.0,397.0,375.0,438.0,407.0,
Females,65 years or over,Mental and behavioural disorders,Slovenia,25.0,41.0,45.0,55.0,55.0,46.0,65.0,0.0
Males,65 years or over,Mental and behavioural disorders,Slovenia,121.0,140.0,162.0,239.0,176.0,163.0,187.0,0.0
Total,65 years or over,Mental and behavioural disorders,Slovenia,146.0,181.0,207.0,294.0,231.0,209.0,252.0,0.0
Females,From 15 to 29 years,Mental and behavioural disorders,Slovenia,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 15 to 29 years,Mental and behavioural disorders,Slovenia,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
Total,From 15 to 29 years,Mental and behavioural disorders,Slovenia,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
Females,From 30 to 44 years,Mental and behavioural disorders,Slovenia,0.0,0.0,0.0,2.0,4.0,13.0,11.0,0.0
Males,From 30 to 44 years,Mental and behavioural disorders,Slovenia,0.0,0.0,0.0,20.0,18.0,27.0,24.0,0.0
Total,From 30 to 44 years,Mental and behavioural disorders,Slovenia,0.0,0.0,0.0,22.0,22.0,40.0,35.0,0.0
Females,From 45 to 64 years,Mental and behavioural disorders,Slovenia,0.0,0.0,0.0,26.0,21.0,19.0,34.0,0.0
Males,From 45 to 64 years,Mental and behavioural disorders,Slovenia,0.0,0.0,0.0,172.0,161.0,134.0,132.0,0.0
Total,From 45 to 64 years,Mental and behavioural disorders,Slovenia,0.0,0.0,0.0,198.0,182.0,153.0,166.0,0.0
Females,Less than 15 years,Mental and behavioural disorders,Slovenia,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Males,Less than 15 years,Mental and behavioural disorders,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Less than 15 years,Mental and behavioural disorders,Slovenia,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Females,Total,Mental and behavioural disorders,Slovenia,46.0,78.0,73.0,83.0,80.0,80.0,110.0,0.0
Males,Total,Mental and behavioural disorders,Slovenia,261.0,306.0,317.0,432.0,356.0,326.0,346.0,0.0
Total,Total,Mental and behavioural disorders,Slovenia,307.0,384.0,390.0,515.0,436.0,406.0,456.0,0.0
Females,65 years or over,Total,Slovenia,8941.0,9125.0,9163.0,9305.0,11156.0,10260.0,10221.0,
Males,65 years or over,Total,Slovenia,7304.0,7688.0,7779.0,7726.0,9404.0,9283.0,8830.0,
Total,65 years or over,Total,Slovenia,16245.0,16813.0,16942.0,17031.0,20560.0,19543.0,19051.0,
Females,From 15 to 29 years,Total,Slovenia,30.0,32.0,22.0,16.0,21.0,17.0,21.0,
Males,From 15 to 29 years,Total,Slovenia,104.0,87.0,86.0,89.0,73.0,81.0,77.0,
Total,From 15 to 29 years,Total,Slovenia,134.0,119.0,108.0,105.0,94.0,98.0,98.0,
Females,From 30 to 44 years,Total,Slovenia,,,0.0,88.0,91.0,96.0,105.0,
Males,From 30 to 44 years,Total,Slovenia,,,0.0,248.0,229.0,249.0,249.0,
Total,From 30 to 44 years,Total,Slovenia,,,0.0,336.0,320.0,345.0,354.0,
Females,From 45 to 64 years,Total,Slovenia,,,0.0,832.0,798.0,828.0,830.0,
Males,From 45 to 64 years,Total,Slovenia,,,0.0,1693.0,1778.0,1896.0,1705.0,
Total,From 45 to 64 years,Total,Slovenia,,,0.0,2525.0,2576.0,2724.0,2535.0,
Females,Less than 15 years,Total,Slovenia,34.0,32.0,26.0,25.0,25.0,31.0,24.0,
Males,Less than 15 years,Total,Slovenia,34.0,30.0,35.0,41.0,34.0,29.0,43.0,
Total,Less than 15 years,Total,Slovenia,68.0,62.0,61.0,66.0,59.0,60.0,67.0,
Females,Total,Total,Slovenia,9949.0,10244.0,10199.0,10266.0,12091.0,11232.0,11201.0,
Males,Total,Total,Slovenia,9607.0,10011.0,9877.0,9797.0,11518.0,11538.0,10904.0,
Total,Total,Total,Slovenia,19556.0,20255.0,20076.0,20063.0,23609.0,22770.0,22105.0,
Females,65 years or over,Use of alcohol,Slovenia,25.0,37.0,42.0,47.0,42.0,45.0,52.0,
Males,65 years or over,Use of alcohol,Slovenia,121.0,136.0,160.0,226.0,165.0,158.0,170.0,
Total,65 years or over,Use of alcohol,Slovenia,146.0,173.0,202.0,273.0,207.0,203.0,222.0,
Females,From 15 to 29 years,Use of alcohol,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Slovenia,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
Total,From 15 to 29 years,Use of alcohol,Slovenia,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
Females,From 30 to 44 years,Use of alcohol,Slovenia,,,0.0,2.0,3.0,4.0,6.0,
Males,From 30 to 44 years,Use of alcohol,Slovenia,,,0.0,15.0,9.0,14.0,8.0,
Total,From 30 to 44 years,Use of alcohol,Slovenia,,,0.0,17.0,12.0,18.0,14.0,
Females,From 45 to 64 years,Use of alcohol,Slovenia,,,0.0,18.0,18.0,17.0,24.0,
Males,From 45 to 64 years,Use of alcohol,Slovenia,,,0.0,167.0,154.0,117.0,107.0,
Total,From 45 to 64 years,Use of alcohol,Slovenia,,,0.0,185.0,172.0,134.0,131.0,
Females,Less than 15 years,Use of alcohol,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Slovenia,39.0,63.0,63.0,67.0,63.0,66.0,82.0,
Males,Total,Use of alcohol,Slovenia,257.0,293.0,299.0,408.0,328.0,290.0,285.0,
Total,Total,Use of alcohol,Slovenia,296.0,356.0,362.0,475.0,391.0,356.0,367.0,
Females,65 years or over,Drug dependence,Spain,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0
Males,65 years or over,Drug dependence,Spain,0.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0
Total,65 years or over,Drug dependence,Spain,1.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0
Females,From 15 to 29 years,Drug dependence,Spain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Males,From 15 to 29 years,Drug dependence,Spain,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
Total,From 15 to 29 years,Drug dependence,Spain,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
Females,From 30 to 44 years,Drug dependence,Spain,,,0.0,0.0,1.0,4.0,1.0,0.0
Males,From 30 to 44 years,Drug dependence,Spain,,,0.0,6.0,7.0,6.0,8.0,9.0
Total,From 30 to 44 years,Drug dependence,Spain,,,0.0,6.0,8.0,10.0,9.0,9.0
Females,From 45 to 64 years,Drug dependence,Spain,,,0.0,1.0,2.0,2.0,3.0,2.0
Males,From 45 to 64 years,Drug dependence,Spain,,,0.0,16.0,22.0,28.0,24.0,28.0
Total,From 45 to 64 years,Drug dependence,Spain,,,0.0,17.0,24.0,30.0,27.0,30.0
Females,Less than 15 years,Drug dependence,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,Less than 15 years,Drug dependence,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Less than 15 years,Drug dependence,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Females,Total,Drug dependence,Spain,2.0,2.0,5.0,3.0,4.0,6.0,5.0,5.0
Males,Total,Drug dependence,Spain,24.0,12.0,37.0,24.0,30.0,37.0,37.0,38.0
Total,Total,Drug dependence,Spain,26.0,14.0,42.0,27.0,34.0,43.0,42.0,43.0
Females,65 years or over,Intentional self-harm,Spain,314.0,308.0,311.0,280.0,314.0,314.0,345.0,313.0
Males,65 years or over,Intentional self-harm,Spain,866.0,888.0,818.0,877.0,968.0,921.0,949.0,918.0
Total,65 years or over,Intentional self-harm,Spain,1180.0,1196.0,1129.0,1157.0,1282.0,1235.0,1294.0,1231.0
Females,From 15 to 29 years,Intentional self-harm,Spain,67.0,69.0,65.0,74.0,73.0,79.0,117.0,98.0
Males,From 15 to 29 years,Intentional self-harm,Spain,180.0,204.0,203.0,235.0,228.0,237.0,224.0,258.0
Total,From 15 to 29 years,Intentional self-harm,Spain,247.0,273.0,268.0,309.0,301.0,316.0,341.0,356.0
Females,From 30 to 44 years,Intentional self-harm,Spain,,,0.0,178.0,181.0,173.0,177.0,210.0
Males,From 30 to 44 years,Intentional self-harm,Spain,,,0.0,577.0,588.0,596.0,609.0,606.0
Total,From 30 to 44 years,Intentional self-harm,Spain,,,0.0,755.0,769.0,769.0,786.0,816.0
Females,From 45 to 64 years,Intentional self-harm,Spain,,,0.0,365.0,441.0,449.0,460.0,444.0
Males,From 45 to 64 years,Intentional self-harm,Spain,,,0.0,1078.0,1140.0,1214.0,1335.0,1261.0
Total,From 45 to 64 years,Intentional self-harm,Spain,,,0.0,1443.0,1581.0,1663.0,1795.0,1705.0
Females,Less than 15 years,Intentional self-harm,Spain,4.0,7.0,3.0,3.0,7.0,8.0,3.0,7.0
Males,Less than 15 years,Intentional self-harm,Spain,8.0,6.0,4.0,4.0,7.0,14.0,9.0,3.0
Total,Less than 15 years,Intentional self-harm,Spain,12.0,13.0,7.0,7.0,14.0,22.0,12.0,10.0
Females,Total,Intentional self-harm,Spain,907.0,962.0,920.0,900.0,1016.0,1023.0,1102.0,1072.0
Males,Total,Intentional self-harm,Spain,2662.0,2718.0,2619.0,2771.0,2931.0,2982.0,3126.0,3046.0
Total,Total,Intentional self-harm,Spain,3569.0,3680.0,3539.0,3671.0,3947.0,4005.0,4228.0,4118.0
Females,65 years or over,Mental and behavioural disorders,Spain,13981.0,14433.0,14861.0,15180.0,14683.0,13485.0,15301.0,14748.0
Males,65 years or over,Mental and behavioural disorders,Spain,7097.0,7350.0,7515.0,7808.0,7054.0,6997.0,7449.0,7344.0
Total,65 years or over,Mental and behavioural disorders,Spain,21078.0,21783.0,22376.0,22988.0,21737.0,20482.0,22750.0,22092.0
Females,From 15 to 29 years,Mental and behavioural disorders,Spain,2.0,6.0,11.0,2.0,6.0,17.0,6.0,6.0
Males,From 15 to 29 years,Mental and behavioural disorders,Spain,3.0,1.0,1.0,7.0,4.0,6.0,12.0,4.0
Total,From 15 to 29 years,Mental and behavioural disorders,Spain,5.0,7.0,12.0,9.0,10.0,23.0,18.0,10.0
Females,From 30 to 44 years,Mental and behavioural disorders,Spain,0.0,0.0,0.0,14.0,26.0,26.0,19.0,13.0
Males,From 30 to 44 years,Mental and behavioural disorders,Spain,0.0,0.0,0.0,30.0,28.0,44.0,31.0,33.0
Total,From 30 to 44 years,Mental and behavioural disorders,Spain,0.0,0.0,0.0,44.0,54.0,70.0,50.0,46.0
Females,From 45 to 64 years,Mental and behavioural disorders,Spain,0.0,0.0,0.0,101.0,146.0,158.0,183.0,144.0
Males,From 45 to 64 years,Mental and behavioural disorders,Spain,0.0,0.0,0.0,284.0,345.0,357.0,308.0,354.0
Total,From 45 to 64 years,Mental and behavioural disorders,Spain,0.0,0.0,0.0,385.0,491.0,515.0,491.0,498.0
Females,Less than 15 years,Mental and behavioural disorders,Spain,6.0,4.0,0.0,0.0,0.0,2.0,8.0,4.0
Males,Less than 15 years,Mental and behavioural disorders,Spain,2.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0
Total,Less than 15 years,Mental and behavioural disorders,Spain,8.0,4.0,4.0,0.0,0.0,4.0,10.0,4.0
Females,Total,Mental and behavioural disorders,Spain,14138.0,14568.0,15023.0,15297.0,14861.0,13688.0,15517.0,14915.0
Males,Total,Mental and behavioural disorders,Spain,7397.0,7628.0,7828.0,8129.0,7431.0,7406.0,7802.0,7735.0
Total,Total,Mental and behavioural disorders,Spain,21535.0,22196.0,22851.0,23426.0,22292.0,21094.0,23319.0,22650.0
Females,65 years or over,Total,Spain,182347.0,190555.0,191496.0,186267.0,222600.0,198350.0,208793.0,195003.0
Males,65 years or over,Total,Spain,169317.0,174972.0,176506.0,173469.0,206996.0,189212.0,192885.0,181187.0
Total,65 years or over,Total,Spain,351664.0,365527.0,368002.0,359736.0,429596.0,387562.0,401678.0,376190.0
Females,From 15 to 29 years,Total,Spain,536.0,570.0,557.0,523.0,531.0,532.0,586.0,589.0
Males,From 15 to 29 years,Total,Spain,1187.0,1255.0,1308.0,1224.0,1280.0,1409.0,1418.0,1408.0
Total,From 15 to 29 years,Total,Spain,1723.0,1825.0,1865.0,1747.0,1811.0,1941.0,2004.0,1997.0
Females,From 30 to 44 years,Total,Spain,,,0.0,2151.0,2344.0,2254.0,2178.0,2062.0
Males,From 30 to 44 years,Total,Spain,,,0.0,4008.0,4371.0,4260.0,4248.0,3998.0
Total,From 30 to 44 years,Total,Spain,,,0.0,6159.0,6715.0,6514.0,6426.0,6060.0
Females,From 45 to 64 years,Total,Spain,,,0.0,16393.0,18020.0,17548.0,17852.0,17077.0
Males,From 45 to 64 years,Total,Spain,,,0.0,33083.0,36228.0,35744.0,34909.0,33366.0
Total,From 45 to 64 years,Total,Spain,,,0.0,49476.0,54248.0,53292.0,52761.0,50443.0
Females,Less than 15 years,Total,Spain,725.0,741.0,723.0,686.0,617.0,650.0,646.0,651.0
Males,Less than 15 years,Total,Spain,1005.0,957.0,921.0,899.0,789.0,785.0,902.0,783.0
Total,Less than 15 years,Total,Spain,1730.0,1698.0,1644.0,1585.0,1406.0,1435.0,1548.0,1434.0
Females,Total,Total,Spain,201618.0,210287.0,211279.0,206020.0,244112.0,219334.0,230055.0,215382.0
Males,Total,Total,Spain,208993.0,214236.0,216442.0,212683.0,249664.0,231410.0,234362.0,220742.0
Total,Total,Total,Spain,410611.0,424523.0,427721.0,418703.0,493776.0,450744.0,464417.0,436124.0
Females,65 years or over,Use of alcohol,Spain,16.0,22.0,13.0,11.0,18.0,12.0,25.0,28.0
Males,65 years or over,Use of alcohol,Spain,122.0,109.0,113.0,106.0,122.0,106.0,117.0,134.0
Total,65 years or over,Use of alcohol,Spain,138.0,131.0,126.0,117.0,140.0,118.0,142.0,162.0
Females,From 15 to 29 years,Use of alcohol,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,From 15 to 29 years,Use of alcohol,Spain,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Total,From 15 to 29 years,Use of alcohol,Spain,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Females,From 30 to 44 years,Use of alcohol,Spain,,,0.0,0.0,1.0,0.0,0.0,1.0
Males,From 30 to 44 years,Use of alcohol,Spain,,,0.0,4.0,6.0,4.0,0.0,4.0
Total,From 30 to 44 years,Use of alcohol,Spain,,,0.0,4.0,7.0,4.0,0.0,5.0
Females,From 45 to 64 years,Use of alcohol,Spain,,,0.0,7.0,10.0,14.0,20.0,13.0
Males,From 45 to 64 years,Use of alcohol,Spain,,,0.0,92.0,89.0,101.0,77.0,90.0
Total,From 45 to 64 years,Use of alcohol,Spain,,,0.0,99.0,99.0,115.0,97.0,103.0
Females,Less than 15 years,Use of alcohol,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Males,Less than 15 years,Use of alcohol,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Less than 15 years,Use of alcohol,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Females,Total,Use of alcohol,Spain,34.0,34.0,29.0,18.0,29.0,26.0,45.0,42.0
Males,Total,Use of alcohol,Spain,215.0,199.0,201.0,204.0,217.0,211.0,194.0,228.0
Total,Total,Use of alcohol,Spain,249.0,233.0,230.0,222.0,246.0,237.0,239.0,270.0
Females,65 years or over,Drug dependence,Sweden,1.0,1.0,1.0,2.0,1.0,0.0,1.0,
Males,65 years or over,Drug dependence,Sweden,1.0,2.0,3.0,3.0,0.0,2.0,9.0,
Total,65 years or over,Drug dependence,Sweden,2.0,3.0,4.0,5.0,1.0,2.0,10.0,
Females,From 15 to 29 years,Drug dependence,Sweden,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
Males,From 15 to 29 years,Drug dependence,Sweden,2.0,2.0,3.0,2.0,1.0,1.0,4.0,
Total,From 15 to 29 years,Drug dependence,Sweden,2.0,2.0,4.0,3.0,2.0,1.0,4.0,
Females,From 30 to 44 years,Drug dependence,Sweden,,,0.0,0.0,0.0,0.0,2.0,
Males,From 30 to 44 years,Drug dependence,Sweden,,,0.0,0.0,2.0,2.0,2.0,
Total,From 30 to 44 years,Drug dependence,Sweden,,,0.0,0.0,2.0,2.0,4.0,
Females,From 45 to 64 years,Drug dependence,Sweden,,,0.0,0.0,0.0,1.0,3.0,
Males,From 45 to 64 years,Drug dependence,Sweden,,,0.0,0.0,8.0,6.0,9.0,
Total,From 45 to 64 years,Drug dependence,Sweden,,,0.0,0.0,8.0,7.0,12.0,
Females,Less than 15 years,Drug dependence,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Sweden,4.0,1.0,6.0,5.0,2.0,1.0,6.0,
Males,Total,Drug dependence,Sweden,21.0,13.0,26.0,14.0,11.0,11.0,24.0,
Total,Total,Drug dependence,Sweden,25.0,14.0,32.0,19.0,13.0,12.0,30.0,
Females,65 years or over,Intentional self-harm,Sweden,97.0,87.0,91.0,81.0,79.0,93.0,111.0,
Males,65 years or over,Intentional self-harm,Sweden,211.0,258.0,230.0,246.0,218.0,234.0,259.0,
Total,65 years or over,Intentional self-harm,Sweden,308.0,346.0,321.0,327.0,297.0,327.0,370.0,
Females,From 15 to 29 years,Intentional self-harm,Sweden,59.0,70.0,86.0,94.0,61.0,65.0,46.0,
Males,From 15 to 29 years,Intentional self-harm,Sweden,130.0,158.0,162.0,174.0,180.0,176.0,140.0,
Total,From 15 to 29 years,Intentional self-harm,Sweden,197.0,243.0,252.0,268.0,241.0,241.0,186.0,
Females,From 30 to 44 years,Intentional self-harm,Sweden,,,0.0,0.0,71.0,80.0,84.0,
Males,From 30 to 44 years,Intentional self-harm,Sweden,,,0.0,0.0,170.0,187.0,215.0,
Total,From 30 to 44 years,Intentional self-harm,Sweden,,,0.0,0.0,241.0,267.0,299.0,
Females,From 45 to 64 years,Intentional self-harm,Sweden,,,0.0,0.0,121.0,117.0,120.0,
Males,From 45 to 64 years,Intentional self-harm,Sweden,,,0.0,0.0,294.0,289.0,310.0,
Total,From 45 to 64 years,Intentional self-harm,Sweden,,,0.0,0.0,415.0,406.0,430.0,
Females,Less than 15 years,Intentional self-harm,Sweden,3.0,4.0,4.0,1.0,3.0,7.0,8.0,
Males,Less than 15 years,Intentional self-harm,Sweden,2.0,3.0,5.0,4.0,3.0,4.0,2.0,
Total,Less than 15 years,Intentional self-harm,Sweden,5.0,7.0,9.0,5.0,6.0,11.0,10.0,
Females,Total,Intentional self-harm,Sweden,352.0,350.0,383.0,403.0,336.0,362.0,369.0,
Males,Total,Intentional self-harm,Sweden,787.0,846.0,890.0,898.0,865.0,890.0,926.0,
Total,Total,Intentional self-harm,Sweden,1155.0,1218.0,1289.0,1301.0,1201.0,1252.0,1295.0,
Females,65 years or over,Mental and behavioural disorders,Sweden,4251.0,4327.0,4380.0,4172.0,4210.0,3663.0,3953.0,0.0
Males,65 years or over,Mental and behavioural disorders,Sweden,2271.0,2295.0,2465.0,2323.0,2389.0,2114.0,2270.0,0.0
Total,65 years or over,Mental and behavioural disorders,Sweden,6524.0,6624.0,6847.0,6496.0,6599.0,5778.0,6224.0,0.0
Females,From 15 to 29 years,Mental and behavioural disorders,Sweden,4.0,4.0,3.0,5.0,3.0,6.0,4.0,0.0
Males,From 15 to 29 years,Mental and behavioural disorders,Sweden,2.0,2.0,3.0,2.0,4.0,6.0,4.0,0.0
Total,From 15 to 29 years,Mental and behavioural disorders,Sweden,6.0,6.0,6.0,7.0,7.0,12.0,8.0,0.0
Females,From 30 to 44 years,Mental and behavioural disorders,Sweden,0.0,0.0,0.0,0.0,11.0,9.0,11.0,0.0
Males,From 30 to 44 years,Mental and behavioural disorders,Sweden,0.0,0.0,0.0,0.0,10.0,5.0,4.0,0.0
Total,From 30 to 44 years,Mental and behavioural disorders,Sweden,0.0,0.0,0.0,0.0,21.0,14.0,15.0,0.0
Females,From 45 to 64 years,Mental and behavioural disorders,Sweden,0.0,0.0,0.0,0.0,37.0,43.0,36.0,0.0
Males,From 45 to 64 years,Mental and behavioural disorders,Sweden,0.0,0.0,0.0,0.0,107.0,111.0,85.0,0.0
Total,From 45 to 64 years,Mental and behavioural disorders,Sweden,0.0,0.0,0.0,0.0,144.0,154.0,121.0,0.0
Females,Less than 15 years,Mental and behavioural disorders,Sweden,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
Males,Less than 15 years,Mental and behavioural disorders,Sweden,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Total,Less than 15 years,Mental and behavioural disorders,Sweden,2.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0
Females,Total,Mental and behavioural disorders,Sweden,4310.0,4388.0,4445.0,4235.0,4261.0,3721.0,4004.0,0.0
Males,Total,Mental and behavioural disorders,Sweden,2401.0,2398.0,2577.0,2447.0,2510.0,2236.0,2365.0,0.0
Total,Total,Mental and behavioural disorders,Sweden,6715.0,6790.0,7024.0,6683.0,6771.0,5958.0,6370.0,0.0
Females,65 years or over,Total,Sweden,42175.0,42836.0,42566.0,40618.0,44944.0,41409.0,43234.0,
Males,65 years or over,Total,Sweden,37465.0,38014.0,38563.0,37579.0,42972.0,39801.0,41027.0,
Total,65 years or over,Total,Sweden,79745.0,80902.0,81186.0,78237.0,87955.0,81248.0,84292.0,
