age,sex,level,country,2016,2017,2018,2019,2020,2021,2022
From 55 to 59 years,Total,Short-cycle tertiary education,Spain,946.0,1090.0,1427.0,1701.0,2109.0,2317.0,2727.0
From 55 to 59 years,Total,Short-cycle tertiary education,European Union,4714.0,5133.0,3947.0,4438.0,5075.0,5382.0,6027.0
From 55 to 59 years,Total,Short-cycle tertiary education,Finland,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education,France,505.0,541.0,467.0,429.0,490.0,422.0,462.0
From 55 to 59 years,Total,Short-cycle tertiary education,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education,Hungary,10.0,15.0,17.0,10.0,11.0,21.0,31.0
From 55 to 59 years,Total,Short-cycle tertiary education,Ireland,481.0,522.0,562.0,729.0,746.0,735.0,671.0
From 55 to 59 years,Total,Short-cycle tertiary education,Iceland,20.0,11.0,21.0,9.0,33.0,38.0,26.0
From 55 to 59 years,Total,Short-cycle tertiary education,Italy,21.0,28.0,23.0,36.0,51.0,55.0,79.0
From 55 to 59 years,Total,Short-cycle tertiary education,Liechtenstein,,,,0.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education,Lithuania,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education,Luxembourg,1.0,0.0,0.0,1.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education,Latvia,119.0,142.0,172.0,186.0,159.0,150.0,159.0
From 55 to 59 years,Total,Short-cycle tertiary education,Montenegro,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education,North Macedonia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education,Malta,14.0,12.0,22.0,30.0,36.0,58.0,40.0
From 55 to 59 years,Total,Short-cycle tertiary education,Netherlands,1358.0,1535.0,37.0,52.0,84.0,110.0,128.0
From 55 to 59 years,Total,Short-cycle tertiary education,Norway,38.0,32.0,25.0,31.0,51.0,42.0,59.0
From 55 to 59 years,Total,Short-cycle tertiary education,Poland,9.0,8.0,9.0,10.0,8.0,20.0,37.0
From 55 to 59 years,Total,Short-cycle tertiary education,Portugal,12.0,22.0,25.0,24.0,22.0,36.0,44.0
From 55 to 59 years,Total,Short-cycle tertiary education,Romania,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education,Serbia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education,Sweden,93.0,114.0,141.0,198.0,241.0,302.0,347.0
From 55 to 59 years,Total,Short-cycle tertiary education,Slovenia,8.0,10.0,7.0,10.0,18.0,11.0,12.0
From 55 to 59 years,Total,Short-cycle tertiary education,Slovakia,5.0,2.0,3.0,3.0,0.0,0.0,19.0
From 55 to 59 years,Total,Short-cycle tertiary education,Turkey,7695.0,10174.0,13510.0,16989.0,20580.0,23533.0,62510.0
From 55 to 59 years,Total,Short-cycle tertiary education,United Kingdom,7262.0,7581.0,6814.0,7478.0,,,
From 55 to 59 years,Total,Tertiary education (levels 5-8),Albania,,,,,,,
From 55 to 59 years,Total,Tertiary education (levels 5-8),Austria,2603.0,2698.0,2789.0,2865.0,3044.0,3142.0,3157.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Bosnia and Herzegovina,,,137.0,117.0,106.0,124.0,114.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Belgium,1053.0,1116.0,856.0,840.0,770.0,820.0,847.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Bulgaria,609.0,760.0,789.0,876.0,888.0,871.0,953.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Switzerland,1190.0,1313.0,1328.0,1502.0,1500.0,1598.0,1622.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Cyprus,183.0,212.0,258.0,266.0,308.0,332.0,356.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Czechia,598.0,599.0,766.0,880.0,986.0,1062.0,1098.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Germany,7616.0,8325.0,9156.0,9950.0,8792.0,9502.0,10222.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Denmark,2728.0,2834.0,2826.0,2711.0,2851.0,2551.0,2999.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Estonia,168.0,176.0,187.0,202.0,209.0,223.0,261.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Greece,7514.0,7675.0,8308.0,9563.0,10565.0,13502.0,16370.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Spain,11638.0,12570.0,13675.0,15089.0,16745.0,17956.0,19235.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),European Union,72290.0,78294.0,80886.0,87493.0,91957.0,98650.0,97772.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Finland,3316.0,3310.0,3420.0,3456.0,3650.0,3779.0,3880.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),France,5743.0,5757.0,6458.0,6219.0,6245.0,5534.0,5791.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Croatia,131.0,139.0,138.0,155.0,195.0,202.0,217.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Hungary,1029.0,897.0,982.0,1100.0,1082.0,1102.0,1210.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Ireland,1764.0,1751.0,1783.0,2038.0,2261.0,2363.0,2156.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Iceland,282.0,271.0,290.0,294.0,327.0,373.0,389.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Italy,7303.0,7722.0,8642.0,9578.0,11131.0,12148.0,11861.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Liechtenstein,7.0,4.0,7.0,9.0,13.0,8.0,13.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Lithuania,156.0,168.0,216.0,258.0,285.0,322.0,328.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Luxembourg,18.0,16.0,24.0,18.0,19.0,18.0,24.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Latvia,343.0,399.0,438.0,450.0,434.0,440.0,421.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Montenegro,,,11.0,10.0,12.0,15.0,
From 55 to 59 years,Total,Tertiary education (levels 5-8),North Macedonia,68.0,95.0,100.0,58.0,109.0,111.0,160.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Malta,75.0,81.0,114.0,145.0,188.0,255.0,235.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Netherlands,6478.0,9575.0,7434.0,8848.0,8662.0,8798.0,
From 55 to 59 years,Total,Tertiary education (levels 5-8),Norway,2964.0,2984.0,3069.0,3216.0,3380.0,3577.0,3931.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Poland,3932.0,4042.0,4065.0,4128.0,3742.0,3646.0,4026.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Portugal,2164.0,2212.0,2238.0,2382.0,2431.0,2506.0,2647.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Romania,,,,,,,1594.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Serbia,239.0,307.0,346.0,347.0,355.0,373.0,411.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Sweden,5026.0,5128.0,5162.0,5319.0,6320.0,7402.0,7572.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Slovenia,81.0,117.0,140.0,139.0,142.0,143.0,147.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Slovakia,21.0,14.0,22.0,18.0,12.0,31.0,165.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),Turkey,17772.0,22275.0,27800.0,34768.0,41430.0,47676.0,129457.0
From 55 to 59 years,Total,Tertiary education (levels 5-8),United Kingdom,21541.0,22451.0,21890.0,24167.0,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Albania,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Austria,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Bosnia and Herzegovina,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Belgium,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Bulgaria,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Switzerland,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Cyprus,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Czechia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Germany,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Denmark,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Estonia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Greece,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Spain,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,European Union,29.0,23.0,30.0,42.0,43.0,51.0,50.0
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Finland,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,France,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Croatia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Hungary,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Ireland,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Iceland,14.0,10.0,14.0,4.0,27.0,30.0,11.0
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Italy,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Liechtenstein,,,,0.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Lithuania,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Luxembourg,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Latvia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Montenegro,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,North Macedonia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Malta,8.0,8.0,14.0,19.0,24.0,26.0,24.0
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Netherlands,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Norway,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Poland,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Portugal,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Romania,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Serbia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Sweden,21.0,15.0,16.0,23.0,19.0,25.0,26.0
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Slovenia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Slovakia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,Turkey,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - general/academic,United Kingdom,4698.0,4472.0,3993.0,4511.0,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Albania,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Austria,341.0,318.0,320.0,304.0,372.0,369.0,379.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Bosnia and Herzegovina,,,,,,,0.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Belgium,412.0,328.0,163.0,152.0,84.0,94.0,107.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Bulgaria,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Switzerland,110.0,129.0,112.0,132.0,114.0,104.0,110.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Cyprus,0.0,0.0,12.0,13.0,18.0,13.0,18.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Czechia,2.0,2.0,2.0,1.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Denmark,377.0,444.0,538.0,550.0,627.0,669.0,767.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Estonia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Greece,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Spain,946.0,1090.0,1427.0,1701.0,2109.0,2317.0,2727.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,European Union,4204.0,4588.0,3355.0,3668.0,4286.0,4596.0,5306.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Finland,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,France,505.0,541.0,467.0,429.0,490.0,422.0,462.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Hungary,10.0,15.0,17.0,10.0,11.0,21.0,31.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Ireland,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Iceland,6.0,1.0,7.0,5.0,6.0,8.0,15.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Italy,21.0,28.0,23.0,36.0,51.0,55.0,79.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Liechtenstein,,,,0.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Lithuania,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Luxembourg,1.0,0.0,0.0,1.0,0.0,0.0,0.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Latvia,119.0,142.0,172.0,186.0,159.0,150.0,159.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Montenegro,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,North Macedonia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Malta,6.0,4.0,8.0,11.0,12.0,32.0,16.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Netherlands,1358.0,1535.0,37.0,52.0,84.0,110.0,128.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Norway,38.0,32.0,25.0,31.0,51.0,42.0,59.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Poland,9.0,8.0,9.0,10.0,8.0,20.0,37.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Portugal,12.0,22.0,25.0,24.0,22.0,36.0,44.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Romania,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Serbia,,,,,,,
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Sweden,72.0,99.0,125.0,175.0,221.0,278.0,321.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Slovenia,8.0,10.0,7.0,10.0,18.0,11.0,12.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Slovakia,5.0,2.0,3.0,3.0,0.0,0.0,19.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,Turkey,7695.0,10174.0,13510.0,16989.0,20580.0,23533.0,62510.0
From 55 to 59 years,Total,Short-cycle tertiary education - vocational/professional,United Kingdom,2564.0,3109.0,2821.0,2967.0,,,
From 55 to 59 years,Total,Bachelor's or equivalent level,Albania,,,,,,,
From 55 to 59 years,Total,Bachelor's or equivalent level,Austria,719.0,755.0,847.0,848.0,827.0,828.0,834.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,,,87.0,72.0,58.0,59.0,57.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Belgium,250.0,331.0,277.0,275.0,259.0,255.0,264.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Bulgaria,198.0,240.0,297.0,312.0,311.0,310.0,366.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Switzerland,501.0,553.0,562.0,669.0,668.0,693.0,684.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Cyprus,42.0,43.0,53.0,57.0,62.0,70.0,74.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Czechia,247.0,264.0,274.0,287.0,385.0,443.0,484.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Germany,3128.0,3672.0,4157.0,4686.0,5322.0,6040.0,6473.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Denmark,1732.0,1831.0,1746.0,1652.0,1712.0,1386.0,1708.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Estonia,83.0,90.0,93.0,102.0,105.0,100.0,109.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Greece,5955.0,6193.0,6552.0,7393.0,8256.0,10698.0,13301.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Spain,6930.0,7648.0,8077.0,8815.0,9563.0,10327.0,10575.0
From 55 to 59 years,Total,Bachelor's or equivalent level,European Union,37773.0,41886.0,42891.0,47137.0,51629.0,56581.0,59791.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Finland,1307.0,1338.0,1396.0,1481.0,1540.0,1549.0,1550.0
From 55 to 59 years,Total,Bachelor's or equivalent level,France,1965.0,1916.0,2014.0,1853.0,1862.0,1621.0,1639.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Croatia,29.0,42.0,29.0,40.0,50.0,44.0,54.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Hungary,697.0,578.0,576.0,643.0,703.0,700.0,779.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Ireland,623.0,570.0,474.0,497.0,522.0,505.0,442.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Iceland,132.0,141.0,129.0,140.0,142.0,168.0,182.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Italy,4039.0,4458.0,4970.0,5485.0,6665.0,7319.0,7680.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Liechtenstein,2.0,0.0,0.0,1.0,2.0,0.0,1.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Lithuania,103.0,101.0,136.0,168.0,196.0,240.0,243.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Luxembourg,0.0,3.0,9.0,2.0,4.0,2.0,1.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Latvia,100.0,116.0,132.0,115.0,109.0,130.0,109.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Montenegro,,,6.0,5.0,5.0,10.0,
From 55 to 59 years,Total,Bachelor's or equivalent level,North Macedonia,45.0,74.0,91.0,58.0,77.0,95.0,103.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Malta,13.0,19.0,21.0,16.0,23.0,41.0,37.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Netherlands,2779.0,4732.0,3850.0,5260.0,5402.0,5505.0,3405.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Norway,2083.0,2091.0,2135.0,2292.0,2403.0,2336.0,2560.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Poland,2962.0,3036.0,2927.0,2920.0,2693.0,2624.0,2908.0
From 55 to 59 years,Total,Bachelor's or equivalent level,Portugal,851.0,816.0,832.0,852.0,870.0,928.0,1056.0
