unit,sector,cofog99,country,2018,2019,2020,2021,2022
Percentage of total,Central government,Social protection,Bulgaria,5.0,5.0,5.0,3.0,4.0
Percentage of total,Central government,Social protection,Switzerland,30.0,30.0,39.0,33.0,32.0
Percentage of total,Central government,Social protection,Cyprus,13.0,15.0,15.0,14.0,15.0
Percentage of total,Central government,Social protection,Czechia,40.0,39.0,38.0,37.0,39.0
Percentage of total,Central government,Social protection,Germany,45.0,45.0,41.0,38.0,37.0
Percentage of total,Central government,Social protection,Denmark,35.0,34.0,33.0,32.0,32.0
Percentage of total,Central government,Social protection,Euro area - 19 countries  (2015-2022),24.0,25.0,25.0,23.0,22.0
Percentage of total,Central government,Social protection,Euro area – 20 countries (from 2023),24.0,25.0,25.0,23.0,22.0
Percentage of total,Central government,Social protection,Estonia,32.0,33.0,34.0,33.0,33.0
Percentage of total,Central government,Social protection,Greece,4.0,2.0,1.0,1.0,2.0
Percentage of total,Central government,Social protection,Spain,8.0,9.0,7.0,7.0,8.0
Percentage of total,Central government,Social protection,European Union - 27 countries (from 2020),25.0,25.0,25.0,24.0,23.0
Percentage of total,Central government,Social protection,Finland,31.0,31.0,29.0,28.0,28.0
Percentage of total,Central government,Social protection,France,22.0,22.0,24.0,21.0,20.0
Percentage of total,Central government,Social protection,Croatia,6.0,6.0,6.0,5.0,6.0
Percentage of total,Central government,Social protection,Hungary,10.0,10.0,10.0,10.0,11.0
Percentage of total,Central government,Social protection,Ireland,24.0,25.0,24.0,21.0,24.0
Percentage of total,Central government,Social protection,Iceland,22.0,24.0,28.0,27.0,23.0
Percentage of total,Central government,Social protection,Italy,21.0,22.0,26.0,22.0,20.0
Percentage of total,Central government,Social protection,Lithuania,12.0,15.0,16.0,15.0,14.0
Percentage of total,Central government,Social protection,Luxembourg,40.0,40.0,42.0,40.0,41.0
Percentage of total,Central government,Social protection,Latvia,10.0,10.0,11.0,13.0,13.0
Percentage of total,Central government,Social protection,Malta,28.0,28.0,26.0,25.0,25.0
Percentage of total,Central government,Social protection,Netherlands,23.0,25.0,25.0,26.0,25.0
Percentage of total,Central government,Social protection,Norway,38.0,37.0,37.0,37.0,36.0
Percentage of total,Central government,Social protection,Poland,29.0,30.0,25.0,26.0,25.0
Percentage of total,Central government,Social protection,Portugal,15.0,15.0,14.0,14.0,15.0
Percentage of total,Central government,Social protection,Romania,15.0,14.0,13.0,14.0,16.0
Percentage of total,Central government,Social protection,Sweden,35.0,34.0,31.0,31.0,30.0
Percentage of total,Central government,Social protection,Slovenia,22.0,21.0,21.0,20.0,22.0
Percentage of total,Central government,Social protection,Slovakia,21.0,22.0,24.0,25.0,22.0
Percentage of total,Central government,Family and children,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Family and children,Bulgaria,3.0,3.0,3.0,2.0,2.0
Percentage of total,Central government,Family and children,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Family and children,Cyprus,6.0,6.0,6.0,6.0,4.0
Percentage of total,Central government,Family and children,Czechia,4.0,4.0,4.0,4.0,4.0
Percentage of total,Central government,Family and children,Denmark,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Family and children,Estonia,6.0,6.0,6.0,5.0,6.0
Percentage of total,Central government,Family and children,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Family and children,Spain,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Family and children,Finland,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Family and children,France,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Family and children,Croatia,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Family and children,Hungary,4.0,4.0,4.0,4.0,4.0
Percentage of total,Central government,Family and children,Ireland,5.0,5.0,4.0,4.0,4.0
Percentage of total,Central government,Family and children,Iceland,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Family and children,Italy,1.0,1.0,1.0,1.0,2.0
Percentage of total,Central government,Family and children,Lithuania,2.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Family and children,Luxembourg,10.0,10.0,9.0,9.0,9.0
Percentage of total,Central government,Family and children,Latvia,5.0,5.0,4.0,4.0,4.0
Percentage of total,Central government,Family and children,Malta,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Family and children,Netherlands,4.0,4.0,4.0,4.0,4.0
Percentage of total,Central government,Family and children,Norway,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Family and children,Poland,8.0,9.0,8.0,8.0,7.0
Percentage of total,Central government,Family and children,Portugal,0.0,1.0,0.0,0.0,1.0
Percentage of total,Central government,Family and children,Romania,3.0,3.0,3.0,4.0,3.0
Percentage of total,Central government,Family and children,Sweden,5.0,5.0,5.0,5.0,4.0
Percentage of total,Central government,Family and children,Slovenia,5.0,6.0,5.0,5.0,6.0
Percentage of total,Central government,Family and children,Slovakia,4.0,4.0,4.0,4.0,5.0
Percentage of total,Central government,Unemployment,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Switzerland,0.0,0.0,14.0,7.0,1.0
Percentage of total,Central government,Unemployment,Cyprus,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Denmark,5.0,3.0,4.0,3.0,2.0
Percentage of total,Central government,Unemployment,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Finland,4.0,3.0,4.0,3.0,3.0
Percentage of total,Central government,Unemployment,France,1.0,1.0,3.0,2.0,0.0
Percentage of total,Central government,Unemployment,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Hungary,0.0,0.0,1.0,0.0,0.0
Percentage of total,Central government,Unemployment,Ireland,3.0,3.0,4.0,3.0,3.0
Percentage of total,Central government,Unemployment,Iceland,1.0,2.0,7.0,7.0,3.0
Percentage of total,Central government,Unemployment,Italy,1.0,2.0,5.0,3.0,2.0
Percentage of total,Central government,Unemployment,Lithuania,0.0,0.0,2.0,1.0,0.0
Percentage of total,Central government,Unemployment,Luxembourg,3.0,2.0,5.0,3.0,2.0
Percentage of total,Central government,Unemployment,Latvia,0.0,0.0,0.0,1.0,0.0
Percentage of total,Central government,Unemployment,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Netherlands,3.0,3.0,2.0,2.0,2.0
Percentage of total,Central government,Unemployment,Norway,0.0,0.0,2.0,1.0,0.0
Percentage of total,Central government,Unemployment,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Unemployment,Sweden,3.0,2.0,3.0,3.0,2.0
Percentage of total,Central government,Unemployment,Slovenia,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Unemployment,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Bulgaria,,,,,
Percentage of total,Central government,Housing,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Cyprus,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Denmark,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Housing,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Finland,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Housing,France,4.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Housing,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Hungary,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Ireland,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Housing,Iceland,1.0,1.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Netherlands,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Housing,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Sweden,1.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Slovenia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Housing,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Housing and community amenities,Austria,1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Housing and community amenities,Belgium,0.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Housing and community amenities,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Housing and community amenities,Germany,1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Housing and community amenities,Euro area - 19 countries  (2015-2022),1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Housing and community amenities,Euro area – 20 countries (from 2023),1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Housing and community amenities,Spain,1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Housing and community amenities,European Union - 27 countries (from 2020),1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Community development,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Community development,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Community development,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Health,Austria,31.0,31.0,33.0,34.0,33.0
Percentage of total,State government,Health,Belgium,5.0,5.0,5.0,6.0,6.0
Percentage of total,State government,Health,Switzerland,14.0,14.0,14.0,14.0,14.0
Percentage of total,State government,Health,Germany,2.0,2.0,5.0,5.0,5.0
Percentage of total,State government,Health,Euro area - 19 countries  (2015-2022),12.0,12.0,14.0,14.0,14.0
Percentage of total,State government,Health,Euro area – 20 countries (from 2023),12.0,12.0,14.0,14.0,14.0
Percentage of total,State government,Health,Spain,36.0,36.0,38.0,36.0,36.0
Percentage of total,State government,Health,European Union - 27 countries (from 2020),12.0,12.0,14.0,14.0,14.0
Percentage of total,State government,"Medical products, appliances and equipment",Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,"Medical products, appliances and equipment",Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,"Medical products, appliances and equipment",Spain,6.0,5.0,5.0,5.0,5.0
Percentage of total,State government,Outpatient services,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Outpatient services,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Outpatient services,Spain,13.0,13.0,14.0,13.0,13.0
Percentage of total,State government,Hospital services,Belgium,4.0,4.0,4.0,4.0,5.0
Percentage of total,State government,Hospital services,Switzerland,11.0,11.0,11.0,11.0,11.0
Percentage of total,State government,Hospital services,Spain,15.0,15.0,16.0,15.0,15.0
Percentage of total,State government,Public health services,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Public health services,Switzerland,0.0,0.0,0.0,1.0,0.0
Percentage of total,State government,Public health services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,"Recreation, culture and religion",Austria,1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,"Recreation, culture and religion",Belgium,2.0,2.0,2.0,2.0,2.0
Percentage of total,State government,"Recreation, culture and religion",Switzerland,2.0,2.0,2.0,2.0,1.0
Percentage of total,State government,"Recreation, culture and religion",Germany,3.0,4.0,3.0,3.0,3.0
Percentage of total,State government,"Recreation, culture and religion",Euro area - 19 countries  (2015-2022),3.0,3.0,2.0,2.0,2.0
Percentage of total,State government,"Recreation, culture and religion",Euro area – 20 countries (from 2023),3.0,3.0,2.0,2.0,2.0
Percentage of total,State government,"Recreation, culture and religion",Spain,1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,"Recreation, culture and religion",European Union - 27 countries (from 2020),3.0,3.0,2.0,2.0,2.0
Percentage of total,State government,Recreational and sporting services,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Recreational and sporting services,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Recreational and sporting services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Cultural services,Belgium,1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Cultural services,Switzerland,1.0,1.0,1.0,1.0,1.0
Percentage of total,State government,Cultural services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Broadcasting and publishing services,Belgium,1.0,1.0,0.0,0.0,0.0
Percentage of total,State government,Broadcasting and publishing services,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Broadcasting and publishing services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,State government,Education,Austria,16.0,16.0,16.0,15.0,15.0
Percentage of total,State government,Education,Belgium,28.0,28.0,27.0,27.0,28.0
Percentage of total,State government,Education,Switzerland,25.0,26.0,24.0,24.0,25.0
Percentage of total,State government,Education,Germany,23.0,24.0,21.0,21.0,22.0
Percentage of total,State government,Education,Euro area - 19 countries  (2015-2022),24.0,24.0,22.0,22.0,22.0
Percentage of total,State government,Education,Euro area – 20 countries (from 2023),24.0,24.0,22.0,22.0,22.0
Percentage of total,State government,Education,Spain,23.0,23.0,23.0,22.0,22.0
Percentage of total,State government,Education,European Union - 27 countries (from 2020),24.0,24.0,22.0,22.0,22.0
Percentage of total,State government,Pre-primary and primary education,Belgium,8.0,8.0,8.0,8.0,8.0
Percentage of total,State government,Pre-primary and primary education,Switzerland,4.0,5.0,4.0,4.0,5.0
Percentage of total,State government,Pre-primary and primary education,Spain,8.0,8.0,8.0,8.0,8.0
Percentage of total,State government,Secondary education,Belgium,11.0,11.0,11.0,10.0,11.0
