,coicop,country,year,month,value
5798608,Restaurants and hotels,Greece,2024,04,5.5
5798609,Restaurants and hotels,Spain,2024,04,4.7
5798613,Restaurants and hotels,Finland,2024,04,3.3
5798614,Restaurants and hotels,France,2024,04,3.3
5798615,Restaurants and hotels,Croatia,2024,04,11.2
5798616,Restaurants and hotels,Hungary,2024,04,7.6
5798617,Restaurants and hotels,Ireland,2024,04,4.9
5798618,Restaurants and hotels,Iceland,2024,04,6.6
5798619,Restaurants and hotels,Italy,2024,04,4.4
5798620,Restaurants and hotels,Lithuania,2024,04,9.2
5798621,Restaurants and hotels,Luxembourg,2024,04,4.6
5798622,Restaurants and hotels,Latvia,2024,04,4.0
5798623,Restaurants and hotels,Montenegro,2024,04,12.6 d
5798624,Restaurants and hotels,North Macedonia,2024,04,5.4 d
5798625,Restaurants and hotels,Malta,2024,04,3.2
5798626,Restaurants and hotels,Netherlands,2024,04,4.8
5798627,Restaurants and hotels,Norway,2024,04,3.6
5798628,Restaurants and hotels,Poland,2024,04,7.9
5798629,Restaurants and hotels,Portugal,2024,04,3.2
5798630,Restaurants and hotels,Romania,2024,04,11.6
5798631,Restaurants and hotels,Serbia,2024,04,9.6 d
5798632,Restaurants and hotels,Sweden,2024,04,5.9
5798633,Restaurants and hotels,Slovenia,2024,04,7.1
5798634,Restaurants and hotels,Slovakia,2024,04,1.7
5798851,Accommodation services,Albania,2024,04,3.1 d
5798852,Accommodation services,Austria,2024,04,5.6
5798853,Accommodation services,Belgium,2024,04,0.0
5798854,Accommodation services,Bulgaria,2024,04,4.0
5798855,Accommodation services,Switzerland,2024,04,6.1
5798856,Accommodation services,Cyprus,2024,04,2.3
5798858,Accommodation services,Germany,2024,04,4.5
5798859,Accommodation services,Denmark,2024,04,-6.8
5798863,Accommodation services,Estonia,2024,04,0.6
5798865,Accommodation services,Greece,2024,04,7.2
5798866,Accommodation services,Spain,2024,04,2.2
5798870,Accommodation services,Finland,2024,04,0.4
5798871,Accommodation services,France,2024,04,2.6
5798872,Accommodation services,Croatia,2024,04,12.5
5798873,Accommodation services,Hungary,2024,04,2.8
5798874,Accommodation services,Ireland,2024,04,3.5
5798875,Accommodation services,Iceland,2024,04,5.7
5798876,Accommodation services,Italy,2024,04,6.8
5798877,Accommodation services,Lithuania,2024,04,7.7
5798878,Accommodation services,Luxembourg,2024,04,5.6
5798879,Accommodation services,Latvia,2024,04,0.3
5798880,Accommodation services,Montenegro,2024,04,14.1 d
5798881,Accommodation services,North Macedonia,2024,04,3.1 d
5798882,Accommodation services,Malta,2024,04,1.0
5798883,Accommodation services,Netherlands,2024,04,1.3
5798884,Accommodation services,Norway,2024,04,2.7
5798885,Accommodation services,Poland,2024,04,5.7
5798886,Accommodation services,Portugal,2024,04,0.5
5798887,Accommodation services,Romania,2024,04,10.5
5798888,Accommodation services,Serbia,2024,04,4.9 d
5798889,Accommodation services,Sweden,2024,04,8.8
5798890,Accommodation services,Slovenia,2024,04,5.8
5798891,Accommodation services,Slovakia,2024,04,8.2
5802518,All-items HICP,Albania,2024,05,2.5 d
5802519,All-items HICP,Austria,2024,05,3.3
5802520,All-items HICP,Belgium,2024,05,4.9
5802521,All-items HICP,Bulgaria,2024,05,2.7
5802522,All-items HICP,Switzerland,2024,05,1.5
5802523,All-items HICP,Cyprus,2024,05,3.0
5802525,All-items HICP,Germany,2024,05,2.8
5802526,All-items HICP,Denmark,2024,05,2.1
5802530,All-items HICP,Estonia,2024,05,3.1
5802532,All-items HICP,Greece,2024,05,2.4
5802533,All-items HICP,Spain,2024,05,3.8
5802537,All-items HICP,Finland,2024,05,0.4
5802538,All-items HICP,France,2024,05,2.6
5802539,All-items HICP,Croatia,2024,05,4.3
5802540,All-items HICP,Hungary,2024,05,3.9
5802541,All-items HICP,Ireland,2024,05,2.0
5802542,All-items HICP,Iceland,2024,05,5.2
5802543,All-items HICP,Italy,2024,05,0.8
5802544,All-items HICP,Lithuania,2024,05,0.9
5802545,All-items HICP,Luxembourg,2024,05,3.2
5802546,All-items HICP,Latvia,2024,05,0.0
5802547,All-items HICP,Montenegro,2024,05,5.1 d
5802548,All-items HICP,North Macedonia,2024,05,4.6 d
5802549,All-items HICP,Malta,2024,05,2.3
5802550,All-items HICP,Netherlands,2024,05,2.7
5802551,All-items HICP,Norway,2024,05,2.7
5802552,All-items HICP,Poland,2024,05,2.8
5802553,All-items HICP,Portugal,2024,05,3.8
5802554,All-items HICP,Romania,2024,05,5.8
5802555,All-items HICP,Serbia,2024,05,4.5 d
5802556,All-items HICP,Sweden,2024,05,2.5
5802557,All-items HICP,Slovenia,2024,05,2.5
5802558,All-items HICP,Slovakia,2024,05,2.6
5802563,Food and non-alcoholic beverages,Albania,2024,05,2.7 d
5802564,Food and non-alcoholic beverages,Austria,2024,05,3.1
5802565,Food and non-alcoholic beverages,Belgium,2024,05,1.3
5802566,Food and non-alcoholic beverages,Bulgaria,2024,05,1.5
5802567,Food and non-alcoholic beverages,Switzerland,2024,05,0.1
5802568,Food and non-alcoholic beverages,Cyprus,2024,05,1.4
5802570,Food and non-alcoholic beverages,Germany,2024,05,1.6
5802571,Food and non-alcoholic beverages,Denmark,2024,05,0.7
5802575,Food and non-alcoholic beverages,Estonia,2024,05,2.3
5802577,Food and non-alcoholic beverages,Greece,2024,05,2.6
5802578,Food and non-alcoholic beverages,Spain,2024,05,4.4
5802582,Food and non-alcoholic beverages,Finland,2024,05,-0.6
5802583,Food and non-alcoholic beverages,France,2024,05,1.3
5802584,Food and non-alcoholic beverages,Croatia,2024,05,2.9
5802585,Food and non-alcoholic beverages,Hungary,2024,05,-1.4
5802586,Food and non-alcoholic beverages,Ireland,2024,05,2.6
5802587,Food and non-alcoholic beverages,Iceland,2024,05,5.3
5802588,Food and non-alcoholic beverages,Italy,2024,05,2.1
5802589,Food and non-alcoholic beverages,Lithuania,2024,05,-0.9
5802590,Food and non-alcoholic beverages,Luxembourg,2024,05,2.3
5802591,Food and non-alcoholic beverages,Latvia,2024,05,0.8
5802592,Food and non-alcoholic beverages,Montenegro,2024,05,2.9 d
5802593,Food and non-alcoholic beverages,North Macedonia,2024,05,4.2 d
5802594,Food and non-alcoholic beverages,Malta,2024,05,4.8
5802595,Food and non-alcoholic beverages,Netherlands,2024,05,1.0
5802596,Food and non-alcoholic beverages,Norway,2024,05,5.4
5802597,Food and non-alcoholic beverages,Poland,2024,05,1.8
5802598,Food and non-alcoholic beverages,Portugal,2024,05,3.4
5802599,Food and non-alcoholic beverages,Romania,2024,05,0.1
5802600,Food and non-alcoholic beverages,Serbia,2024,05,0.9 d
5802601,Food and non-alcoholic beverages,Sweden,2024,05,1.4
5802602,Food and non-alcoholic beverages,Slovenia,2024,05,-0.4
5802603,Food and non-alcoholic beverages,Slovakia,2024,05,0.7
5805605,"Alcoholic beverages, tobacco and narcotics",Albania,2024,05,2.7 d
5805606,"Alcoholic beverages, tobacco and narcotics",Austria,2024,05,3.1
5805607,"Alcoholic beverages, tobacco and narcotics",Belgium,2024,05,12.6
5805608,"Alcoholic beverages, tobacco and narcotics",Bulgaria,2024,05,5.8
5805609,"Alcoholic beverages, tobacco and narcotics",Switzerland,2024,05,-0.2
5805610,"Alcoholic beverages, tobacco and narcotics",Cyprus,2024,05,0.9
5805612,"Alcoholic beverages, tobacco and narcotics",Germany,2024,05,4.0
5805613,"Alcoholic beverages, tobacco and narcotics",Denmark,2024,05,1.1
5805617,"Alcoholic beverages, tobacco and narcotics",Estonia,2024,05,7.4
5805619,"Alcoholic beverages, tobacco and narcotics",Greece,2024,05,1.1
5805620,"Alcoholic beverages, tobacco and narcotics",Spain,2024,05,4.1
5805624,"Alcoholic beverages, tobacco and narcotics",Finland,2024,05,4.5
5805625,"Alcoholic beverages, tobacco and narcotics",France,2024,05,5.2
5805626,"Alcoholic beverages, tobacco and narcotics",Croatia,2024,05,6.5
5805627,"Alcoholic beverages, tobacco and narcotics",Hungary,2024,05,3.2
5805628,"Alcoholic beverages, tobacco and narcotics",Ireland,2024,05,3.6
5805629,"Alcoholic beverages, tobacco and narcotics",Iceland,2024,05,4.5
5805630,"Alcoholic beverages, tobacco and narcotics",Italy,2024,05,2.2
5805631,"Alcoholic beverages, tobacco and narcotics",Lithuania,2024,05,5.5
5805632,"Alcoholic beverages, tobacco and narcotics",Luxembourg,2024,05,6.4
5805633,"Alcoholic beverages, tobacco and narcotics",Latvia,2024,05,6.7
5805634,"Alcoholic beverages, tobacco and narcotics",Montenegro,2024,05,4.6 d
5805635,"Alcoholic beverages, tobacco and narcotics",North Macedonia,2024,05,5.2 d
5805636,"Alcoholic beverages, tobacco and narcotics",Malta,2024,05,1.5
5805637,"Alcoholic beverages, tobacco and narcotics",Netherlands,2024,05,13.0
5805638,"Alcoholic beverages, tobacco and narcotics",Norway,2024,05,4.0
5805639,"Alcoholic beverages, tobacco and narcotics",Poland,2024,05,4.6
5805640,"Alcoholic beverages, tobacco and narcotics",Portugal,2024,05,3.1
5805641,"Alcoholic beverages, tobacco and narcotics",Romania,2024,05,9.8
5805642,"Alcoholic beverages, tobacco and narcotics",Serbia,2024,05,8.8 d
5805643,"Alcoholic beverages, tobacco and narcotics",Sweden,2024,05,4.9
5805644,"Alcoholic beverages, tobacco and narcotics",Slovenia,2024,05,4.3
5805645,"Alcoholic beverages, tobacco and narcotics",Slovakia,2024,05,7.7
5805650,Alcoholic beverages,Albania,2024,05,2.2 d
5805651,Alcoholic beverages,Austria,2024,05,2.8
5805652,Alcoholic beverages,Belgium,2024,05,2.1
5805653,Alcoholic beverages,Bulgaria,2024,05,3.7
5805654,Alcoholic beverages,Switzerland,2024,05,-1.5
5805655,Alcoholic beverages,Cyprus,2024,05,-0.3
5805657,Alcoholic beverages,Germany,2024,05,1.6
5805658,Alcoholic beverages,Denmark,2024,05,1.1
5805662,Alcoholic beverages,Estonia,2024,05,6.5
5805664,Alcoholic beverages,Greece,2024,05,3.5
5805665,Alcoholic beverages,Spain,2024,05,2.0
5805669,Alcoholic beverages,Finland,2024,05,2.9
5805670,Alcoholic beverages,France,2024,05,1.6
5805671,Alcoholic beverages,Croatia,2024,05,8.6
5805672,Alcoholic beverages,Hungary,2024,05,2.5
5805673,Alcoholic beverages,Ireland,2024,05,1.3
5805674,Alcoholic beverages,Iceland,2024,05,4.0
5805675,Alcoholic beverages,Italy,2024,05,0.3
5805676,Alcoholic beverages,Lithuania,2024,05,4.0
5805677,Alcoholic beverages,Luxembourg,2024,05,4.2
5805678,Alcoholic beverages,Latvia,2024,05,4.8
5805679,Alcoholic beverages,Montenegro,2024,05,4.6 d
5805680,Alcoholic beverages,North Macedonia,2024,05,3.5 d
5805681,Alcoholic beverages,Malta,2024,05,1.3
5805682,Alcoholic beverages,Netherlands,2024,05,2.2
5805683,Alcoholic beverages,Norway,2024,05,3.1
5805684,Alcoholic beverages,Poland,2024,05,2.8
5805685,Alcoholic beverages,Portugal,2024,05,-1.1
5805686,Alcoholic beverages,Romania,2024,05,7.7
5805687,Alcoholic beverages,Serbia,2024,05,6.7 d
5805688,Alcoholic beverages,Sweden,2024,05,4.2
5805689,Alcoholic beverages,Slovenia,2024,05,4.2
5805690,Alcoholic beverages,Slovakia,2024,05,6.4
5810268,Health,Albania,2024,05,2.5 d
5810269,Health,Austria,2024,05,5.2
5810270,Health,Belgium,2024,05,2.3
5810271,Health,Bulgaria,2024,05,3.7
5810272,Health,Switzerland,2024,05,-0.4
5810273,Health,Cyprus,2024,05,1.2
5810275,Health,Germany,2024,05,2.6
5810276,Health,Denmark,2024,05,1.4
5810280,Health,Estonia,2024,05,8.7
5810282,Health,Greece,2024,05,2.2
5810283,Health,Spain,2024,05,2.2
5810287,Health,Finland,2024,05,2.0
5810288,Health,France,2024,05,6.3
5810289,Health,Croatia,2024,05,5.2
5810290,Health,Hungary,2024,05,8.1
5810291,Health,Ireland,2024,05,1.5
5810292,Health,Iceland,2024,05,7.3
5810293,Health,Italy,2024,05,2.2
5810294,Health,Lithuania,2024,05,8.8
5810295,Health,Luxembourg,2024,05,2.8
5810296,Health,Latvia,2024,05,5.9
5810297,Health,Montenegro,2024,05,6.1 d
5810298,Health,North Macedonia,2024,05,4.0 d
5810299,Health,Malta,2024,05,3.1
5810300,Health,Netherlands,2024,05,4.8
5810301,Health,Norway,2024,05,4.9
5810302,Health,Poland,2024,05,3.0
5810303,Health,Portugal,2024,05,3.4
5810304,Health,Romania,2024,05,19.7
5810305,Health,Serbia,2024,05,6.6 d
5810306,Health,Sweden,2024,05,5.3
5810307,Health,Slovenia,2024,05,4.5
5810308,Health,Slovakia,2024,05,7.1
5810313,"Medical products, appliances and equipment",Albania,2024,05,1.1 d
5810314,"Medical products, appliances and equipment",Austria,2024,05,1.6
5810315,"Medical products, appliances and equipment",Belgium,2024,05,1.5
5810316,"Medical products, appliances and equipment",Bulgaria,2024,05,3.9
5810317,"Medical products, appliances and equipment",Switzerland,2024,05,-2.2
5810318,"Medical products, appliances and equipment",Cyprus,2024,05,1.8
5810320,"Medical products, appliances and equipment",Germany,2024,05,1.9
5810321,"Medical products, appliances and equipment",Denmark,2024,05,0.6
5810325,"Medical products, appliances and equipment",Estonia,2024,05,2.3
5810327,"Medical products, appliances and equipment",Greece,2024,05,1.2
5810328,"Medical products, appliances and equipment",Spain,2024,05,1.7
5810332,"Medical products, appliances and equipment",Finland,2024,05,-0.1
5810333,"Medical products, appliances and equipment",France,2024,05,4.6
5810334,"Medical products, appliances and equipment",Croatia,2024,05,2.2
5810335,"Medical products, appliances and equipment",Hungary,2024,05,6.4
5810336,"Medical products, appliances and equipment",Ireland,2024,05,2.9
5810337,"Medical products, appliances and equipment",Iceland,2024,05,6.3
5810338,"Medical products, appliances and equipment",Italy,2024,05,2.4
5810339,"Medical products, appliances and equipment",Lithuania,2024,05,10.3
5810340,"Medical products, appliances and equipment",Luxembourg,2024,05,0.4
5810341,"Medical products, appliances and equipment",Latvia,2024,05,4.9
5810342,"Medical products, appliances and equipment",Montenegro,2024,05,3.4 d
5810343,"Medical products, appliances and equipment",North Macedonia,2024,05,4.8 d
5810344,"Medical products, appliances and equipment",Malta,2024,05,2.3
5810345,"Medical products, appliances and equipment",Netherlands,2024,05,2.6
5810346,"Medical products, appliances and equipment",Norway,2024,05,5.3
5810347,"Medical products, appliances and equipment",Poland,2024,05,-0.2
5810348,"Medical products, appliances and equipment",Portugal,2024,05,3.3
5810349,"Medical products, appliances and equipment",Romania,2024,05,23.2
5810350,"Medical products, appliances and equipment",Serbia,2024,05,5.9 d
5810351,"Medical products, appliances and equipment",Sweden,2024,05,3.9
5810352,"Medical products, appliances and equipment",Slovenia,2024,05,8.7
5810353,"Medical products, appliances and equipment",Slovakia,2024,05,6.2
5811144,Transport,Albania,2024,05,0.3 d
5811145,Transport,Austria,2024,05,4.1
5811146,Transport,Belgium,2024,05,2.6
5811147,Transport,Bulgaria,2024,05,3.9
5811148,Transport,Switzerland,2024,05,1.5
5811149,Transport,Cyprus,2024,05,5.6
5811151,Transport,Germany,2024,05,2.8
5811152,Transport,Denmark,2024,05,1.9
5811156,Transport,Estonia,2024,05,4.5
5811158,Transport,Greece,2024,05,2.9
5811159,Transport,Spain,2024,05,3.8
5811163,Transport,Finland,2024,05,-0.9
5811164,Transport,France,2024,05,1.9
5811165,Transport,Croatia,2024,05,5.1
5811166,Transport,Hungary,2024,05,5.4
5811167,Transport,Ireland,2024,05,7.1
5811168,Transport,Iceland,2024,05,3.4
5811169,Transport,Italy,2024,05,2.5
5811170,Transport,Lithuania,2024,05,3.7
5811171,Transport,Luxembourg,2024,05,4.5
5811172,Transport,Latvia,2024,05,5.3
5811173,Transport,Montenegro,2024,05,5.7 d
5811174,Transport,North Macedonia,2024,05,6.5 d
5811175,Transport,Malta,2024,05,1.6
5811176,Transport,Netherlands,2024,05,4.2
5811177,Transport,Norway,2024,05,2.0
5811178,Transport,Poland,2024,05,1.3
5811179,Transport,Portugal,2024,05,3.4
5811180,Transport,Romania,2024,05,7.3
5811181,Transport,Serbia,2024,05,7.1 d
5811182,Transport,Sweden,2024,05,2.6
5811183,Transport,Slovenia,2024,05,1.4
5811184,Transport,Slovakia,2024,05,5.4
5811696,Fuels and lubricants for personal transport equipment,Albania,2024,05,2.1 d
5811697,Fuels and lubricants for personal transport equipment,Austria,2024,05,6.9
5811698,Fuels and lubricants for personal transport equipment,Belgium,2024,05,4.0
5811699,Fuels and lubricants for personal transport equipment,Bulgaria,2024,05,6.7
5811700,Fuels and lubricants for personal transport equipment,Switzerland,2024,05,3.5
5811701,Fuels and lubricants for personal transport equipment,Cyprus,2024,05,11.0
5811703,Fuels and lubricants for personal transport equipment,Germany,2024,05,2.2
5811704,Fuels and lubricants for personal transport equipment,Denmark,2024,05,4.4
5811708,Fuels and lubricants for personal transport equipment,Estonia,2024,05,4.4
5811710,Fuels and lubricants for personal transport equipment,Greece,2024,05,5.4
5811711,Fuels and lubricants for personal transport equipment,Spain,2024,05,6.5
5811715,Fuels and lubricants for personal transport equipment,Finland,2024,05,-3.9
5811716,Fuels and lubricants for personal transport equipment,France,2024,05,1.8
5811717,Fuels and lubricants for personal transport equipment,Croatia,2024,05,12.0
5811718,Fuels and lubricants for personal transport equipment,Hungary,2024,05,9.2
5811719,Fuels and lubricants for personal transport equipment,Ireland,2024,05,15.9
5811720,Fuels and lubricants for personal transport equipment,Iceland,2024,05,2.5
5811721,Fuels and lubricants for personal transport equipment,Italy,2024,05,3.5
5811722,Fuels and lubricants for personal transport equipment,Lithuania,2024,05,4.8
5811723,Fuels and lubricants for personal transport equipment,Luxembourg,2024,05,6.4
5811724,Fuels and lubricants for personal transport equipment,Latvia,2024,05,9.0
5811725,Fuels and lubricants for personal transport equipment,Montenegro,2024,05,5.9 d
5811726,Fuels and lubricants for personal transport equipment,North Macedonia,2024,05,7.5 d
5811727,Fuels and lubricants for personal transport equipment,Malta,2024,05,0.0
5811728,Fuels and lubricants for personal transport equipment,Netherlands,2024,05,13.3
5811729,Fuels and lubricants for personal transport equipment,Norway,2024,05,6.5
5811730,Fuels and lubricants for personal transport equipment,Poland,2024,05,3.3
5811731,Fuels and lubricants for personal transport equipment,Portugal,2024,05,8.2
5811732,Fuels and lubricants for personal transport equipment,Romania,2024,05,10.7
